Id,SalePrice
1695,171361.29510762784
1696,259094.11545094269
1697,172474.40393415876
1698,335927.5909456084
1699,359421.60921524925
1700,238058.25035257658
1701,261076.53857688833
1702,267943.7155653026
1703,273519.6829161333
1704,292581.58358132455
1705,208293.72877332012
1706,411725.06300124305
1707,200890.471891443
1708,197636.90105859062
1709,273446.65555298637
1710,222219.62876842762
1711,248089.932271729
1712,255574.98149233914
1713,242478.15106919533
1714,218685.6635205301
1715,203132.65161710317
1716,170624.96633494087
1717,157535.7572896626
1718,107886.10881609087
1719,192635.8840824733
1720,243982.38025913647
1721,158159.0464759377
1722,100595.18530373377
1723,148612.2141940422
1724,210095.0725564368
1725,227515.470938012
1726,188127.4238104525
1727,175938.25500584976
1728,175509.71307970936
1729,154514.42903997155
1730,162880.1099403412
1731,128390.55490593107
1732,127900.87639600069
1733,115928.28649920595
1734,129866.18804184777
1735,119934.2060452194
1736,116750.49883918057
1737,346620.48573160975
1738,196806.15884079345
1739,283034.525996517
1740,197459.6982474706
1741,157461.18386478085
1742,165022.26306417532
1743,167888.0991630627
1744,278372.4974533763
1745,215576.01740009323
1746,230667.39742891424
1747,224551.41113580827
1748,196831.37382886402
1749,168959.82364285312
1750,143017.86336574575
1751,219349.55806022906
1752,119330.61668706065
1753,157319.11371287738
1754,233372.3030706553
1755,168821.3992619593
1756,123296.00514346533
1757,119313.66533425354
1758,149436.86175352216
1759,168816.55341156735
1760,164231.34977647726
1761,154957.02186029722
1762,173788.49257990203
1763,170556.24249108488
1764,123097.53070298723
1765,174492.9515173965
1766,186812.6572356186
1767,205657.3867916749
1768,137876.56783269637
1769,197351.4046038543
1770,131544.01986682118
1771,138710.04048137306
1772,130418.63317483313
1773,140583.85488695954
1774,163943.98029445726
1775,138350.06184966452
1776,122790.98206495689
1777,109708.82744332572
1778,125523.24804112523
1779,119642.17020291262
1780,167602.72321956969
1781,136756.1173529711
1782,90762.11766406971
1783,135577.66484967718
1784,88906.80534169075
1785,128532.21611961946
1786,175975.9455702011
1787,183866.14966972652
1788,58746.320592595344
1789,116384.04169204846
1790,78767.46570986832
1791,220964.98817265377
1792,142463.70574369948
1793,142113.37945810228
1794,135298.0331327237
1795,138844.66529857603
1796,120941.18986866376
1797,128351.0804543347
1798,129954.37992651445
1799,101119.94923958302
1800,115636.15464673696
1801,114455.91678728547
1802,163695.88713685825
1803,162656.60627934674
1804,134855.4361042727
1805,131839.6680665404
1806,112514.18497910352
1807,155580.9027171454
1808,109761.31802579956
1809,109239.6620766172
1810,152122.20197821988
1811,110623.66502336788
1812,104302.50405019058
1813,124164.38890014632
1814,116749.91786668866
1815,70222.84194477662
1816,101097.20615990636
1817,133845.2602263545
1818,150004.60565073162
1819,112785.42329931493
1820,80509.44330834885
1821,125000.2982190818
1822,156946.8840405535
1823,66705.70802456103
1824,142486.64343404965
1825,129909.4326672196
1826,107092.74737867038
1827,121402.19664960925
1828,141372.13895150708
1829,135297.5046637371
1830,182587.39545493666
1831,169854.61207471168
1832,134393.0003838213
1833,143335.07888822333
1834,117579.29844898773
1835,155947.20694198532
1836,141109.10766087164
1837,90053.98328086543
1838,133217.87970738293
1839,80079.17851358996
1840,143027.95589329614
1841,137163.7831354036
1842,99148.6414839881
1843,135579.9204708258
1844,122868.60505819862
1845,137414.12437747585
1846,146035.90146428274
1847,162960.56467510923
1848,61666.81414236611
1849,117402.8162602308
1850,119441.50511195303
1851,147384.94857262247
1852,136191.10189932774
1853,131972.47190230893
1854,155564.95359761754
1855,151515.18699180344
1856,214477.05741248687
1857,156839.0459247371
1858,143860.2337858221
1859,123729.69882612444
1860,148485.59032534936
1861,123569.12581118736
1862,284629.6243888255
1863,284629.6243888255
1864,284629.6243888255
1865,295331.38183298206
1866,328053.03687255224
1867,230624.03224695998
1868,266514.7389210299
1869,200481.14205791015
1870,214613.15523717023
1871,243945.48587009838
1872,161796.20943028506
1873,207327.07534816474
1874,124447.505415451
1875,198932.03646045882
1876,184979.154519693
1877,197075.68376391637
1878,215378.1285297923
1879,120206.63427155624
1880,129845.08738232125
1881,225234.70170718312
1882,244707.90636289626
1883,199294.197065057
1884,216132.00053919383
1885,235386.83846390565
1886,254472.5199294157
1887,197677.3705207574
1888,255469.622354434
1889,153765.96405926454
1890,124594.38595416692
1891,133695.78356407647
1892,113306.20746409331
1893,131000.48871636853
1894,144303.85305131573
1895,154542.70708855946
1896,124422.72446314065
1897,124899.21566625599
1898,101841.33229507538
1899,144931.29684377072
1900,126701.89155108428
1901,159527.56043902738
1902,106337.97602361196
1903,233311.92321370947
1904,141103.30928161548
1905,191183.68633214064
1906,142522.77792863033
1907,207296.46395335504
1908,116196.4149522589
1909,127696.15038415695
1910,127696.15038415695
1911,179477.95886686488
1912,260094.62055085693
1913,142555.04193759683
1914,74693.44369578411
1915,275273.1275092151
1916,78600.3277363854
1917,257147.3131988206
1918,121248.85291340711
1919,160968.87423832307
1920,163787.11881582116
1921,382317.18166186044
1922,286279.3385641358
1923,195543.74046520004
1924,220607.05175651776
1925,210320.79238699903
1926,371574.01489592704
1927,131010.36069831088
1928,161683.69601389975
1929,111270.0382488595
1930,119180.15654861236
1931,129122.2809326052
1932,105494.11000874506
1933,156666.65566446813
1934,178791.0624172768
1935,169517.2476019191
1936,182134.05357297632
1937,176249.40138996678
1938,148376.81054430924
1939,259048.12768911006
1940,197474.57101896527
1941,178057.8749474446
1942,175184.98525491092
1943,194300.19204390032
1944,303765.86760116194
1945,334864.77212603466
1946,176374.6667885487
1947,277314.37159083196
1948,192103.99546037742
1949,227744.3248812217
1950,192974.49983945923
1951,268391.6089495804
1952,242926.80592993612
1953,164530.64004291198
1954,209775.59112595549
1955,118466.53842168018
1956,294903.64197869954
1957,179974.5360711373
1958,314450.37594378676
1959,153020.46376730432
1960,116764.3574710922
1961,127867.88710328193
1962,95039.5754087775
1963,97865.11121891919
1964,110279.315370645
1965,165429.6244294384
1966,157597.75878438982
1967,247852.6629600159
1968,346821.7824336177
1969,369283.1147107896
1970,404534.17127558944
1971,399814.1994236338
1972,342318.3618285979
1973,266358.83622722235
1974,299376.14776976657
1975,388579.0170910676
1976,255908.45876259636
1977,350205.8506019377
1978,348817.07457425434
1979,348020.4604012338
1980,198171.2701867933
1981,318204.8684949967
1982,218437.82557582748
1983,218500.71095738595
1984,171551.79989376455
1985,212755.76209372564
1986,223122.2925268388
1987,176416.90688262708
1988,177815.15523765926
1989,183203.80530429172
1990,225961.05749713333
1991,200537.03309731852
1992,209234.28688913464
1993,169277.7024587054
1994,223494.53039107707
1995,182970.0544792601
1996,262328.6030421735
1997,316576.29400540673
1998,353657.0240797577
1999,240868.54776460788
2000,318475.77812642755
2001,272229.69730144134
2002,227720.24347747225
2003,275110.6540363362
2004,261577.1867677426
2005,207580.52320053836
2006,212129.0720815896
2007,268416.9210134176
2008,182268.34888776418
2009,187548.731562328
2010,182217.51130452813
2011,114913.44645624247
2012,168770.28356422303
2013,172216.79868222354
2014,186078.15290892278
2015,186652.56061044408
2016,189623.5976847012
2017,191992.4354485594
2018,122092.65107445086
2019,113864.68988663312
2020,117076.90500593535
2021,117859.05864374204
2022,184117.87748535475
2023,161255.48254085716
2024,210900.18946471912
2025,319022.1973399571
2026,178132.3606361483
2027,135824.824659464
2028,166799.95533992964
2029,167381.6719733802
2030,269946.1996520001
2031,208981.4255034369
2032,216846.19237209822
2033,256684.47262248924
2034,162902.8583911915
2035,209161.6986363351
2036,198274.1972440458
2037,198469.03395649025
2038,287891.37759332143
2039,195354.54109164112
2040,364099.6157153565
2041,249140.2581285949
2042,195075.6961492063
2043,176366.124348302
2044,181045.81150904295
2045,227228.49443513993
2046,154026.91891245544
2047,136913.01131039628
2048,130644.84163748186
2049,154891.40933593552
2050,174668.49383954785
2051,103681.97649647173
2052,147269.7379410393
2053,137201.98954800452
2054,71578.2917586132
2055,153129.32145970655
2056,125771.60533012192
2057,129916.63427393249
2058,199800.47418997803
2059,146923.61648872207
2060,146664.29107330847
2061,173983.60078242733
2062,130207.88564569622
2063,104390.74992574783
2064,143512.90668954665
2065,128423.70750956045
2066,202507.1837475246
2067,129550.70589433916
2068,161061.2605632644
2069,100640.18152645299
2070,114756.50299002552
2071,88343.53388388322
2072,152015.96477712234
2073,121679.77996906321
2074,192366.7728752015
2075,139127.33347799987
2076,129720.12817855879
2077,145369.36133411093
2078,129529.3051652666
2079,157386.32151581536
2080,123647.86170330123
2081,121862.36891551575
2082,145712.34992767932
2083,142437.49855387877
2084,119204.64705822796
2085,137201.98954800452
2086,112581.49303190203
2087,121966.52555518404
2088,118684.37659935042
2089,98174.01425883055
2090,128887.2386366411
2091,117412.68562528986
2092,129992.74485809637
2093,141351.6326143512
2094,120321.81630323226
2095,170099.32953363852
2096,95423.97438792369
2097,85062.05346861763
2098,155608.2591596525
2099,56702.227717615875
2100,103585.57335040918
2101,138766.5098009636
2102,137717.83546710553
2103,97740.26758535589
2104,134619.7967775636
2105,111395.70052654493
2106,97501.20929764493
2107,251375.40121508852
2108,130535.89225879866
2109,117919.17359100017
2110,133962.34843822336
2111,153917.35565945596
2112,141756.89084497283
2113,114532.00767528097
2114,102946.28670764655
2115,141396.97016282924
2116,123595.1979722359
2117,154418.5291495971
2118,127359.62034769454
2119,107329.79555022492
2120,108678.18389058895
2121,96557.4518176636
2122,88276.7053067973
2123,91461.48314566333
2124,220128.46721975546
2125,153920.77878298445
2126,179524.88280333843
2127,157419.8106854721
2128,141544.824776585
2129,117290.3192057773
2130,141561.02547587
2131,189113.87481675745
2132,135147.34565125735
2133,130546.28026991765
2134,127482.71733262576
2135,96947.09497353034
2136,96479.16556809182
2137,130063.26214817389
2138,133917.58400221996
2139,144466.39976724557
2140,126334.9969847702
2141,124232.98097477824
2142,134402.44321139003
2143,145284.42892274333
2144,135125.66522465
2145,119960.05099562502
2146,147834.7401590813
2147,171382.09686918504
2148,115448.59024091046
2149,126012.87907533805
2150,222962.33366389904
2151,118198.22571291648
2152,151694.18773860516
2153,161807.49433696075
2154,98568.09727459383
2155,108922.6295674735
2156,223437.0192143781
2157,222966.4876236913
2158,233356.70306134823
2159,206419.80863685915
2160,162583.39309674836
2161,257634.0475810067
2162,402435.6752722077
2163,333099.43377203617
2164,251833.76001217894
2165,180227.69723884983
2166,140815.69746268066
2167,201384.95400605176
2168,192090.14373816317
2169,183490.90513852623
2170,214282.02916239316
2171,144383.38252466192
2172,144921.56863346635
2173,145740.35926032794
2174,242437.37842153845
2175,302504.1575387085
2176,281963.771163456
2177,258445.74568600638
2178,220791.19992387772
2179,142481.05649303936
2180,198941.43531425067
2181,195246.11353366324
2182,225548.83600926527
2183,204601.8429301828
2184,136236.236945942
2185,108997.3166154378
2186,148314.31277741469
2187,139335.98129121697
2188,148577.69455309273
2189,170345.25823461165
2190,96975.92163146386
2191,97795.00614183003
2192,76391.40607107397
2193,80819.819403914
2194,91937.29822996563
2195,116377.53593341267
2196,109618.10314088762
2197,105115.73361517789
2198,167007.15869658673
2199,191727.53028851913
2200,120921.52544974067
2201,127436.52841066326
2202,158069.25195739645
2203,171579.08380704548
2204,160069.21923631403
2205,116447.99280490876
2206,140141.91630316654
2207,210310.19072602122
2208,225633.2669384916
2209,199361.38368352433
2210,116196.4149522589
2211,110073.77124475321
2212,111385.15545988298
2213,95658.44792567339
2214,137104.03383861118
2215,99278.83506441776
2216,147602.32516755202
2217,84402.56821963847
2218,98001.1289717967
2219,81663.38731231017
2220,70639.63666341631
2221,269717.3809812561
2222,238426.04548714648
2223,267179.5494595267
2224,230109.92984662534
2225,134587.31141554072
2226,178989.87315625214
2227,204080.01485102865
2228,241883.70666800076
2229,222660.50717143033
2230,128232.15126219715
2231,201546.0132919645
2232,188855.00086799226
2233,171110.72033566507
2234,206537.7373424495
2235,185478.53927918724
2236,261130.09514690482
2237,348742.45450052584
2238,214854.47027245862
2239,99992.49568227024
2240,159978.92214107295
2241,133020.75149709982
2242,138923.38896418049
2243,117349.69609913033
2244,83627.16467308518
2245,91566.87020860799
2246,134622.4400332348
2247,90013.09862320176
2248,120394.08250865577
2249,118743.93133690147
2250,128710.16766748692
2251,135533.8357944012
2252,201675.05114749842
2253,150860.98277723647
2254,168500.03984143768
2255,179865.23463864464
2256,164658.4200306959
2257,202236.5997764745
2258,177624.14659182754
2259,178586.5472299147
2260,151169.35583170413
2261,180667.38829445426
2262,210655.86662107942
2263,312615.5269434583
2264,430150.21268615336
2265,149313.75260261435
2266,257822.16527728425
2267,313743.5850050243
2268,369634.5350468388
2269,170686.97859343913
2270,173428.70814305675
2271,230710.0742155973
2272,215003.5962567295
2273,160421.92931594903
2274,170884.06009511254
2275,185211.5919513026
2276,202480.76136056703
2277,187553.7216522452
2278,145304.10246862023
2279,116481.37933347042
2280,115177.63521712422
2281,174718.03324395244
2282,175843.5417700349
2283,97289.49059461248
2284,117737.11566836722
2285,146024.9045948862
2286,119712.38873492571
2287,325454.2052292669
2288,292244.6142323103
2289,343709.0104495434
2290,399577.4942480038
2291,316287.02443639946
2292,394170.86953385035
2293,410975.3445965049
2294,389055.1533485698
2295,433031.7461336908
2296,271944.84992184996
2297,274059.3148634204
2298,322399.2851900729
2299,385397.06022630807
2300,311460.85801919556
2301,251073.45859453408
2302,229795.6763856478
2303,248939.100796785
2304,246899.62779458537
2305,165010.1359405249
2306,165010.1359405249
2307,178926.16034974845
2308,239736.67988210722
2309,260386.54018370502
2310,219265.64463296518
2311,191757.96119369855
2312,180568.85276842627
2313,175598.15252696018
2314,159541.93248441297
2315,172356.79891105703
2316,171453.17450020986
2317,164352.8156737398
2318,169248.48169179674
2319,170046.4643194071
2320,178440.901572783
2321,239549.26332508127
2322,170185.65498587256
2323,161991.7865833367
2324,165649.10694640534
2325,227177.31480080643
2326,167277.72573396235
2327,217186.50236448215
2328,221170.139617803
2329,177455.4010766751
2330,176997.72318332436
2331,343331.41098035866
2332,367000.07793152146
2333,293820.3484619099
2334,256654.49121038124
2335,249813.8509188764
2336,319843.6896485043
2337,202205.45914443917
2338,244562.93766164253
2339,241907.51701743185
2340,393070.26324109285
2341,223197.06970107328
2342,231628.37359789782
2343,221426.40032709076
2344,215936.02591887765
2345,248744.6505038915
2346,212202.71784196905
2347,201662.65221509995
2348,220381.42062823378
2349,150038.93642629232
2350,250870.39730259517
2351,245500.5354375321
2352,278946.5652322887
2353,235580.2597188928
2354,103563.41161198053
2355,122320.10841932599
2356,146908.16835834098
2357,207859.75832368783
2358,193298.32567789062
2359,113535.50791419382
2360,119718.17763508864
2361,140115.49678841382
2362,254215.87411792923
2363,136887.61289198315
2364,141345.51699496672
2365,212115.69655566924
2366,181425.454185735
2367,235845.53075723938
2368,189501.70053824442
2369,234446.4587330261
2370,171890.47664879248
2371,165657.83684327314
2372,203307.0690187017
2373,238663.6773072565
2374,280029.03676710866
2375,241940.9457418308
2376,252335.66836669605
2377,304549.709173839
2378,141190.33586402342
2379,196734.3069775669
2380,144262.24520194018
2381,153344.09506441955
2382,197918.80604522894
2383,216875.77606043892
2384,231279.39705780495
2385,146451.22054006552
2386,139743.49155870517
2387,126252.45310810728
2388,112596.80001874616
2389,127660.46469425892
2390,139223.7182726635
2391,133381.01808198288
2392,119885.36842194453
2393,179648.6486438964
2394,142220.9041799004
2395,200681.29890378684
2396,147358.67839493757
2397,184295.97600558482
2398,129151.19815925362
2399,63787.390559643354
2400,55273.874226495944
2401,117143.82077609563
2402,140158.7508118322
2403,155409.87413213012
2404,145099.31952657443
2405,157399.0346380651
2406,128281.98670308889
2407,128093.14225455263
2408,139882.00470108024
2409,138014.49743926543
2410,180113.91254812726
2411,120516.95889574333
2412,148949.7003719614
2413,132675.68646536034
2414,121571.43822053999
2415,157480.55226244364
2416,134044.05743090276
2417,131179.07681500938
2418,116803.46898985353
2419,124543.17250622345
2420,122837.16805151146
2421,147397.72064987093
2422,117117.43725403423
2423,117422.81661937271
2424,146936.33408293992
2425,164479.39216483827
2426,135911.56418720234
2427,113768.51641434904
2428,163286.2489629255
2429,112383.88209418238
2430,126928.7388807043
2431,125806.42203227163
2432,130207.0282312105
2433,140853.01706654936
2434,140996.88296540306
2435,150139.37453730433
2436,102829.71368980904
2437,118697.84150323119
2438,121964.52170971889
2439,136268.15335440365
2440,138850.14811898253
2441,115034.38730874572
2442,110914.51298254823
2443,131244.29293233078
2444,121409.45394954324
2445,98822.91342179973
2446,131512.96605876935
2447,219959.79740009387
2448,149399.19146844713
2449,104592.93592095627
2450,173264.47988344036
2451,125019.8530612529
2452,225289.98941580244
2453,100033.015976577
2454,115259.98191613815
2455,122160.47966254652
2456,121451.69949576887
2457,118044.18451415395
2458,110813.26778999579
2459,115774.34182151027
2460,154637.8951078483
2461,117458.1450218486
2462,121666.78015850451
2463,118597.56134382254
2464,164850.14539336425
2465,139195.09748763358
2466,129035.44928427681
2467,151180.0415297406
2468,110054.54802307404
2469,116650.97042564656
2470,209357.74766241715
2471,171372.04658325226
2472,197581.7166370032
2473,122521.92029568281
2474,114407.25246871293
2475,216835.29103442826
2476,110832.18368652501
2477,122116.63058329411
2478,172447.1024860548
2479,123851.77700206926
2480,138802.5412159204
2481,135471.05554333798
2482,124511.20797317885
2483,120047.7035491372
2484,137614.5549797863
2485,121766.5029979296
2486,149028.6683800303
2487,171994.3147454912
2488,134946.04033753637
2489,151062.89313478296
2490,149839.95414757947
2491,101662.27929970172
2492,186284.6149994224
2493,139986.781151116
2494,171246.31986510038
2495,109089.82994540164
2496,226867.78166705996
2497,135553.1316446583
2498,113625.99975762887
2499,100271.03378641204
2500,131103.19038402245
2501,131523.81042340148
2502,136597.77998159005
2503,114492.9503045994
2504,187909.08573864802
2505,206730.40649238214
2506,276688.22333656583
2507,304238.4824459361
2508,276688.22333656583
2509,227014.42036191668
2510,238010.34006042482
2511,187659.687932487
2512,210299.94395051806
2513,229280.48986442306
2514,228467.19243621203
2515,140439.2042056403
2516,142406.2534465956
2517,123811.83231243122
2518,135590.67259682206
2519,225629.97010521562
2520,199947.04441258498
2521,188877.29974833154
2522,208637.98462262205
2523,130505.07972429237
2524,137289.40622671336
2525,141718.1216625675
2526,139791.81299552292
2527,121515.86996876363
2528,130519.83067506333
2529,127867.88710328193
2530,103639.23131818713
2531,238404.18512047364
2532,229194.58962183114
2533,202974.20421314883
2534,244615.94558592528
2535,269504.32556464593
2536,226232.704767395
2537,208953.42759988792
2538,180388.55342441302
2539,179279.77106311015
2540,173410.57293372013
2541,176289.47800057582
2542,140906.65663639692
2543,127657.94771168855
2544,135116.67773804034
2545,140290.11333253488
2546,153919.6573543173
2547,140790.21390314642
2548,132932.63949533482
2549,136309.78725485265
2550,390779.6559935439
2551,133560.62160768107
2552,122544.13777962775
2553,97917.42250176828
2554,128285.88591641055
2555,104136.50688864947
2556,100345.23987285703
2557,117427.8828642827
2558,154522.86867095352
2559,132382.5678811379
2560,123054.37865050287
2561,116323.3089401338
2562,122175.9802974751
2563,122953.01820028019
2564,164990.8937572524
2565,129406.44613492544
2566,135796.06649559326
2567,131178.48935850128
2568,191561.22955696005
2569,196635.15612332398
2570,115887.10649028781
2571,154373.23619274588
2572,165156.60329661818
2573,256316.53422057367
2574,255969.53630242593
2575,130475.60176186521
2576,126265.98559578761
2577,130033.85767744854
2578,104724.09252530879
2579,68754.62439834952
2580,132713.2230368482
2581,127272.2327329056
2582,112519.11370429565
2583,255595.05511929933
2584,163133.2440040005
2585,172208.14252961412
2586,200734.84891903287
2587,197715.39046847305
2588,132857.9073116161
2589,142325.63996506808
2590,230064.38635815066
2591,203767.326915476
2592,222483.10198696345
2593,241592.78103201056
2594,183658.53246893795
2595,199778.25518062772
2596,352789.065264791
2597,191346.24161060574
2598,253432.13261040073
2599,325213.71617236355
2600,146434.54577016566
2601,138590.16085817423
2602,80358.23571167783
2603,83619.4562858845
2604,74069.49739125538
2605,80430.1467255889
2606,141471.07453687303
2607,174982.09587399338
2608,181159.57113303884
2609,142008.55367734548
2610,90138.56607456777
2611,144476.0628948419
2612,144058.1606353165
2613,120394.08250865577
2614,116744.57384925698
2615,164123.07577053527
2616,134796.08620431705
2617,193417.9026652646
2618,186513.51290581588
2619,252685.46283637432
2620,177943.4514686336
2621,177588.16601288304
2622,183126.23661387898
2623,238053.71663298097
2624,283104.2514112134
2625,282771.64375111304
2626,163795.63429514636
2627,185870.55062571965
2628,372911.98835681856
2629,384276.0953696516
2630,330215.7574127965
2631,458433.816119358
2632,350358.3982434405
2633,276269.7814489995
2634,373551.06550715986
2635,144521.8407816103
2636,206559.1861999751
2637,164613.68238922834
2638,228525.06754304943
2639,180529.6609807601
2640,150275.82948340062
2641,117427.79989943437
2642,183828.46803927788
2643,117180.83052776706
2644,137501.54149821115
2645,96582.3567500316
2646,95180.30248876783
2647,97289.49059461248
2648,137885.4111390674
2649,136980.4462122886
2650,145221.27902818556
2651,159165.62790003113
2652,409562.792438681
2653,257865.52680849234
2654,256474.85132030596
2655,345755.9815982822
2656,315249.57975434343
2657,278605.2313618218
2658,251847.64094612355
2659,284608.62720038753
2660,311951.2379286058
2661,303891.8502301995
2662,336136.1707144704
2663,275507.0169553165
2664,253204.0377280067
2665,304163.0410632251
2666,280233.41941911774
2667,166107.70691476302
2668,172790.40076639908
2669,170442.13219358068
2670,276789.1825218799
2671,172790.40076639908
2672,186304.21874524944
2673,198067.29967993888
2674,197045.6317282504
2675,166897.8598810904
2676,184520.8323779631
2677,190964.99121751476
2678,232524.79585073
2679,276861.1573639411
2680,302098.97791651293
2681,373987.9078271949
2682,323067.2038229574
2683,458975.3670070866
2684,322392.19758953474
2685,335026.9249106044
2686,260768.30009890057
2687,266835.9491454696
2688,229610.28574510766
2689,203500.31567438235
2690,444315.81835419236
2691,191837.74806497092
2692,101774.27261390511
2693,196772.58418037932
2694,102190.42769875543
2695,187432.98855941134
2696,182457.25048519182
2697,197847.01676492352
2698,187379.24744697346
2699,177800.5501041784
2700,165560.73494315607
2701,141529.2725939981
2702,141884.36756931577
2703,141945.70777870383
2704,141376.29016839297
2705,125545.57598145821
2706,122786.059812625
2707,127905.03721559579
2708,128140.66005848671
2709,97349.38086237537
2710,122294.51165152251
2711,271955.16584530537
2712,343211.04603336885
2713,159964.63981606066
2714,151818.3364537449
2715,165440.56044070364
2716,143898.9989709856
2717,160301.98028620105
2718,244767.0324498327
2719,149623.20674284812
2720,198640.3683270694
2721,139415.8334713992
2722,152423.56395248979
2723,145164.47508942397
2724,121237.79389869886
2725,132475.73757034435
2726,135545.23200728442
2727,159861.3315547229
2728,168961.20406072403
2729,141916.4622074162
2730,142110.32499831685
2731,118556.71501547533
2732,121251.904510538
2733,160133.1443301558
2734,158924.46043327614
